text,emotion
I keep getting a different answer than the textbook honestly,Confused
"I keep zoning out during this class, nothing is new seriously",Bored
I don't understand this formula at all during class,Confused
"This is fascinating, what happens if we change this variable honestly",Curious
"Same review material again, I've heard this five times today",Bored
"This lecture is so slow, I already know all of this seriously",Bored
"Can you explain that step again, it doesn't make sense",Confused
"Same review material again, I've heard this five times honestly",Bored
I can't believe I have three assignments due tomorrow during class,Frustrated
"Wait, how did we get this answer, I'm lost",Confused
None of this is making sense to me right now again,Confused
I understand this topic really well now again,Confident
"Can you explain that step again, it doesn't make sense today",Confused
This assignment instructions are so unclear seriously,Confused
I'm confident I answered all the quiz questions correctly during class,Confident
This assignment instructions are so unclear honestly,Confused
I'm sick of redoing this same section over and over right now,Frustrated
I don't understand this formula at all,Confused
I have no idea what the professor just said right now,Confused
I'm sick of redoing this same section over and over honestly,Frustrated
"This lecture is so slow, I already know all of this right now",Bored
"This lecture is so slow, I already know all of this again",Bored
"I'm so annoyed, the code keeps throwing the same error again",Frustrated
I'm sick of redoing this same section over and over,Frustrated
I'm just waiting for this class to end already during class,Bored
